index_time, globalTokenPositionCreationTime,num_candidates, num_clonePairs, total_run_time, searchTime,timeSpentInSearchingCandidates,timeSpentInProcessResult,operation,sortTime_during_indexing
795,423,0,0,1230,0,0,0,index,30
0,82,0,341,3184,2878,0,0,search
957,479,0,0,1449,0,0,0,index,52
0,88,0,1338,5357,5041,0,0,search
957,476,0,0,1445,0,0,0,index,55
0,81,0,1338,4912,4609,0,0,search
