index_time, globalTokenPositionCreationTime,num_candidates, num_clonePairs, total_run_time, searchTime,timeSpentInSearchingCandidates,timeSpentInProcessResult,operation,sortTime_during_indexing
1087,526,0,0,1625,0,0,0,index,40
0,88,0,5069,5003,4630,0,0,search
